"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
610.23,14.08,0.0,0.0,0.1,,+-0.005,+-0.005
611.94,14.821,0.0076,,0.1,,+-0.005,+-0.005
611.86,14.318,0.0087,0.0158,0.1,,+-0.005,+-0.005
612.06,14.889,0.0157,,0.1,,+-0.005,+-0.005
611.33,15.117,0.0157,0.0279,0.1,,+-0.005,+-0.005
612.26,14.948,0.0234,0.0403,0.1,,+-0.005,+-0.005
607.77,15.06,0.0261,0.0452,0.1,,+-0.005,+-0.005
608.64,15.3,,0.0808,0.1,,+-0.005,+-0.005
608.84,15.566,0.044,0.0759,0.1,,+-0.005,+-0.005
608.49,15.808,0.0498,0.0841,0.1,,+-0.005,+-0.005
608.37,15.892,0.0513,,0.1,,+-0.005,+-0.005
609.01,16.144,0.0531,0.0939,0.1,,+-0.005,+-0.005
610.37,16.626,0.0599,0.1156,0.1,,+-0.005,+-0.005
610.1,16.827,0.0703,0.1229,0.1,,+-0.005,+-0.005
610.2,17.229,0.0775,0.1375,0.1,,+-0.005,+-0.005
610.4,18.003,0.093,0.1537,0.1,,+-0.005,+-0.005
612.0,18.537,0.1167,,0.1,,+-0.005,+-0.005
612.3,19.159,0.1311,,0.1,,+-0.005,+-0.005
609.89,20.321,0.137,0.2034,0.1,,+-0.005,+-0.005
608.91,20.653,0.1546,0.2225,0.1,,+-0.005,+-0.005
609.19,21.422,0.1623,0.2548,0.1,,+-0.005,+-0.005
610.01,21.887,0.1751,0.2485,0.1,,+-0.005,+-0.005
610.1,21.869,0.1803,0.2522,0.1,,+-0.005,+-0.005
611.42,21.917,0.1884,,0.1,,+-0.005,+-0.005
613.22,21.691,0.1904,,0.1,,+-0.005,+-0.005
609.44,22.406,0.2251,0.2529,0.1,,+-0.005,+-0.005
607.9,22.468,0.2282,0.2551,0.1,,+-0.005,+-0.005
