"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
282.96,0.1474,0.0,0.0,+-0.02,+-0.0003,+-0.005,
282.96,0.1578,0.022,0.067,+-0.02,+-0.0003,+-0.005,
282.96,0.1682,0.045,0.132,+-0.02,+-0.0003,+-0.005,
282.96,0.1868,0.088,0.231,+-0.02,+-0.0003,+-0.005,
282.96,0.2033,0.132,0.309,+-0.02,+-0.0003,+-0.005,
282.96,0.2241,0.196,0.403,+-0.02,+-0.0003,+-0.005,
282.96,0.2391,0.248,0.467,+-0.02,+-0.0003,+-0.005,
282.96,0.2583,0.32,0.547,+-0.02,+-0.0003,+-0.005,
282.96,0.2852,0.439,0.645,+-0.02,+-0.0003,+-0.005,
282.96,0.3017,0.516,0.693,+-0.02,+-0.0003,+-0.005,
282.96,0.3103,0.571,0.727,+-0.02,+-0.0003,+-0.005,
282.96,0.3217,0.632,0.769,+-0.02,+-0.0003,+-0.005,
282.96,0.3325,0.697,0.805,+-0.02,+-0.0003,+-0.005,
282.96,0.3416,0.757,0.841,+-0.02,+-0.0003,+-0.005,
282.96,0.3507,0.822,0.878,+-0.02,+-0.0003,+-0.005,
282.96,0.3543,0.853,0.899,+-0.02,+-0.0003,+-0.005,
282.96,0.3577,0.877,0.914,+-0.02,+-0.0003,+-0.005,
282.96,0.3641,0.925,0.945,+-0.02,+-0.0003,+-0.005,
282.96,0.3648,0.935,0.953,+-0.02,+-0.0003,+-0.005,
282.96,0.3682,0.962,0.971,+-0.02,+-0.0003,+-0.005,
282.96,0.3724,1.0,1.0,+-0.02,+-0.0003,+-0.005,
