"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
50,500,0.02284,0.6116,+- 0.05,+-3,,
50,1000,0.06794,0.3987,+- 0.05,+-3,,
50,1500,0.1114,0.3024,+- 0.05,+-3,,
50,2000,0.1547,0.2659,+- 0.05,+-3,,
50,2500,0.201,0.2398,+- 0.05,+-3,,
50,3000,0.2446,0.225,+- 0.05,+-3,,
