"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
250,625,0.011,0.078,,,,
250,678,0.025,0.148,,,,
250,714,0.037,0.181,,,,
250,752,0.056,0.222,,,,
250,791,0.077,0.267,,,,
250,825,0.116,0.304,,,,
250,855,0.175,0.339,,,,
250,890,0.251,0.38,,,,
250,930,0.38,0.448,,,,
250,950,0.489,0.521,,,,
250,960,0.541,0.557,,,,
250,960,0.605,0.612,,,,
250,960,0.638,0.638,,,,
250,952,0.669,0.669,,,,
250,945,0.702,0.702,,,,
250,941,0.738,0.738,,,,
