"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
275,221.9,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
275,225.1,0.047,0.058,+-0.1,+-0.7,+-0.001,+-0.001
275,228.9,0.118,0.148,+-0.1,+-0.7,+-0.001,+-0.001
275,230.4,0.139,0.179,+-0.1,+-0.7,+-0.001,+-0.001
275,248.6,0.289,0.393,+-0.1,+-0.7,+-0.001,+-0.001
275,255.3,0.326,0.446,+-0.1,+-0.7,+-0.001,+-0.001
275,265.9,0.371,0.517,+-0.1,+-0.7,+-0.001,+-0.001
275,269.0,0.392,0.539,+-0.1,+-0.7,+-0.001,+-0.001
275,282.1,0.448,0.615,+-0.1,+-0.7,+-0.001,+-0.001
275,287.9,0.458,0.63,+-0.1,+-0.7,+-0.001,+-0.001
275,317.1,0.557,0.748,+-0.1,+-0.7,+-0.001,+-0.001
275,332.3,0.606,0.788,+-0.1,+-0.7,+-0.001,+-0.001
275,340.5,0.63,0.808,+-0.1,+-0.7,+-0.001,+-0.001
275,366.4,0.7,0.867,+-0.1,+-0.7,+-0.001,+-0.001
275,389.6,0.747,0.895,+-0.1,+-0.7,+-0.001,+-0.001
275,405.1,0.783,0.914,+-0.1,+-0.7,+-0.001,+-0.001
275,419.0,0.809,0.929,+-0.1,+-0.7,+-0.001,+-0.001
275,477.1,0.943,0.981,+-0.1,+-0.7,+-0.001,+-0.001
275,486.1,0.972,0.992,+-0.1,+-0.7,+-0.001,+-0.001
275,500.5,1.0,1.0,+-0.1,+-0.7,+-0.001,+-0.001
