"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.3,60.98,0.0,0.0,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,65.33,0.018,0.073,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,69.61,0.073,0.187,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,74.4,0.111,0.264,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,79.26,0.144,0.329,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,83.64,0.202,0.391,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,90.89,0.342,0.496,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,93.57,0.444,0.523,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,93.94,0.489,0.575,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,94.4,0.504,0.587,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,95.1,0.599,0.628,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,94.81,0.618,0.623,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,94.96,0.643,0.643,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,94.93,0.655,0.63,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,93.41,0.783,0.695,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,87.76,0.941,0.79,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,77.85,0.994,0.924,+-0.0002,+-0.2,+-0.05,+-0.010
343.3,72.44,1.0,1.0,+-0.0002,+-0.2,+-0.05,+-0.010
