"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
86.0,760,0.06,0.075,0.1,,0.005,0.005
85.1,760,0.147,0.176,0.1,,0.005,0.005
84.4,760,0.202,0.25,0.1,,0.005,0.005
84.2,760,0.224,0.278,0.1,,0.005,0.005
83.5,760,0.274,0.344,0.1,,0.005,0.005
83.1,760,0.315,0.38,0.1,,0.005,0.005
82.5,760,0.376,0.445,0.1,,0.005,0.005
81.3,760,0.49,0.565,0.1,,0.005,0.005
81.0,760,0.525,0.589,0.1,,0.005,0.005
80.5,760,0.58,0.65,0.1,,0.005,0.005
80.0,760,0.627,0.7,0.1,,0.005,0.005
79.1,760,0.706,0.78,0.1,,0.005,0.005
78.5,760,0.767,0.829,0.1,,0.005,0.005
78.1,760,0.804,0.866,0.1,,0.005,0.005
77.3,760,0.918,0.95,0.1,,0.005,0.005
76.9,760,0.965,0.98,0.1,,0.005,0.005
