"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
104.0,0.938,0.2936,0.9739,+-0.2,+-0.02,+-0.002,+-0.0003
104.0,1.365,0.4069,0.981,+-0.2,+-0.02,+-0.002,+-0.0003
103.9,2.227,0.6113,0.9868,+-0.2,+-0.02,+-0.002,+-0.0003
103.7,3.027,0.7749,0.9893,+-0.2,+-0.02,+-0.002,+-0.0003
103.6,3.468,0.8543,0.9904,+-0.2,+-0.02,+-0.002,+-0.0003
