"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.23,0.473,0.5118,,0.02,0.01,,
333.23,0.606,0.5118,,0.02,0.01,,
343.24,0.766,0.5118,,0.02,0.01,,
345.62,0.809,0.5118,,0.02,0.01,,
353.24,0.955,0.5118,,0.02,0.01,,
363.28,1.176,0.5118,,0.02,0.01,,
373.28,0.432,0.5118,,0.02,0.01,,
383.26,1.724,0.5118,,0.02,0.01,,
393.21,2.059,0.5118,,0.02,0.01,,
403.27,2.445,0.5118,,0.02,0.01,,
413.3,2.879,0.5118,,0.02,0.01,,
423.27,3.367,0.5118,,0.02,0.01,,
433.28,3.914,0.5118,,0.02,0.01,,
443.26,4.514,0.5118,,0.02,0.01,,
448.23,4.813,0.5118,,0.02,0.01,,
452.26,4.998,0.5118,,0.02,0.01,,
452.43,5.003,0.5118,,0.02,0.01,,
