"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.18,3.694,0.1586,,0.02,0.005,0.001,0.001
283.18,4.149,0.1586,,0.02,0.005,0.001,0.001
293.42,5.184,0.1586,,0.02,0.005,0.001,0.001
303.16,6.294,0.1586,,0.02,0.005,0.001,0.001
313.14,7.534,0.1586,,0.02,0.005,0.001,0.001
323.15,8.859,0.1586,,0.02,0.005,0.001,0.001
332.41,10.084,0.1586,,0.02,0.005,0.001,0.001
338.74,10.875,0.1586,,0.02,0.005,0.001,0.001
343.07,11.39,0.1586,,0.02,0.005,0.001,0.001
348.18,11.93,0.1586,,0.02,0.005,0.001,0.001
353.23,12.415,0.1586,,0.02,0.005,0.001,0.001
359.66,12.94,0.1586,,0.02,0.005,0.001,0.001
361.32,13.07,0.1586,,0.02,0.005,0.001,0.001
364.66,13.305,0.1586,,0.02,0.005,0.001,0.001
