"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
150,50.1,0.1294,0.3378,+- 0.1,+- 0.04 %,,
150,64.4,0.2418,0.531,+- 0.1,+- 0.04 %,,
150,80.0,0.3293,0.6842,+- 0.1,+- 0.04 %,,
150,92.9,0.4389,0.7666,+- 0.1,+- 0.04 %,,
150,109.8,0.5877,0.8445,+- 0.1,+- 0.04 %,,
150,123.4,0.6781,0.8965,+- 0.1,+- 0.04 %,,
150,134.9,0.7817,0.9327,+- 0.1,+- 0.04 %,,
150,158.9,0.8823,0.9678,+- 0.1,+- 0.04 %,,
150,154.2,0.9346,0.9824,+- 0.1,+- 0.04 %,,
150,159.8,0.9804,0.9942,+- 0.1,+- 0.04 %,,
150,162.3,0.9923,0.9974,+- 0.1,+- 0.04 %,,
