"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
49.9,294.46,0.0,,,0.01,,
49.9,317.22,0.022,,,0.01,,
49.9,336.91,0.063,,,0.01,,
49.9,353.57,0.144,,,0.01,,
49.9,364.03,0.264,,,0.01,,
49.9,365.75,0.33,,,0.01,,
49.9,364.0,0.451,,,0.01,,
49.9,361.04,0.582,,,0.01,,
49.9,360.13,0.67,,,0.01,,
49.9,359.54,0.756,,,0.01,,
49.9,360.43,0.832,,,0.01,,
49.9,366.68,1.0,,,0.01,,
