"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.16,0.451,0.94,,0.02,0.005,0.001,0.001
323.19,0.501,0.94,,0.02,0.005,0.001,0.001
333.19,0.571,0.94,,0.02,0.005,0.001,0.001
343.14,0.641,0.94,,0.02,0.005,0.001,0.001
353.15,0.731,0.94,,0.02,0.005,0.001,0.001
360.87,0.801,0.94,,0.02,0.005,0.001,0.001
363.06,0.821,0.94,,0.02,0.005,0.001,0.001
380.86,1.021,0.94,,0.02,0.005,0.001,0.001
400.73,1.306,0.94,,0.02,0.005,0.001,0.001
420.58,1.662,0.94,,0.02,0.005,0.001,0.001
430.54,1.872,0.94,,0.02,0.005,0.001,0.001
440.51,2.102,0.94,,0.02,0.005,0.001,0.001
460.27,2.657,0.94,,0.02,0.005,0.001,0.001
479.68,3.313,0.94,,0.02,0.005,0.001,0.001
489.34,3.728,0.94,,0.02,0.005,0.001,0.001
498.92,4.16,0.94,,0.02,0.005,0.001,0.001
508.35,4.575,0.94,,0.02,0.005,0.001,0.001
513.85,4.82,0.94,,0.02,0.005,0.001,0.001
