"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
383.77,101.325,0.0,0.0,0.05,0.01,,
383.4,101.325,0.0288,0.0445,0.05,0.01,,
383.14,101.325,0.0544,0.0807,0.05,0.01,,
382.81,101.325,0.0902,0.1285,0.05,0.01,,
381.42,101.325,0.155,0.2118,0.05,0.01,,
380.54,101.325,0.2296,0.2917,0.05,0.01,,
379.62,101.325,0.3158,0.381,0.05,0.01,,
379.18,101.325,0.3562,0.4233,0.05,0.01,,
378.77,101.325,0.3986,0.4666,0.05,0.01,,
378.4,101.325,0.4405,0.503,0.05,0.01,,
377.27,101.325,0.6011,0.6554,0.05,0.01,,
376.64,101.325,0.6964,0.735,0.05,0.01,,
376.18,101.325,0.7779,0.8061,0.05,0.01,,
375.81,101.325,0.8491,0.8673,0.05,0.01,,
375.23,101.325,0.9612,0.9649,0.05,0.01,,
375.19,101.325,1.0,1.0,0.05,0.01,,
