"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
76.5,760,0.01,0.128,+-0.05,,,
71.1,760,0.028,0.263,+-0.05,,,
62.7,760,0.088,0.455,+-0.05,,,
62.0,760,0.109,0.475,+-0.05,,,
59.9,760,0.179,0.53,+-0.05,,,
59.3,760,0.226,0.538,+-0.05,,,
59.1,760,0.311,0.554,+-0.05,,,
58.6,760,0.399,0.566,+-0.05,,,
58.4,760,0.438,0.573,+-0.05,,,
58.4,760,0.529,0.597,+-0.05,,,
58.3,760,0.575,0.603,+-0.05,,,
58.4,760,0.634,0.615,+-0.05,,,
58.4,760,0.715,0.643,+-0.05,,,
58.9,760,0.811,0.694,+-0.05,,,
59.7,760,0.866,0.737,+-0.05,,,
60.7,760,0.912,0.795,+-0.05,,,
61.7,760,0.939,0.831,+-0.05,,,
62.9,760,0.97,0.896,+-0.05,,,
