"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,134.95,0.0465,0.0963,+-0.005,+-0.04,+-0.00021,+-0.00021
25,140.46,0.0979,0.1692,+-0.005,+-0.04,+-0.00021,+-0.00021
25,144.31,0.1508,0.2229,+-0.005,+-0.04,+-0.00021,+-0.00021
25,146.68,0.2066,0.2675,+-0.005,+-0.04,+-0.00021,+-0.00021
25,148.16,0.2821,0.3108,+-0.005,+-0.04,+-0.00021,+-0.00021
25,148.36,0.3099,0.3255,+-0.005,+-0.04,+-0.00021,+-0.00021
25,148.08,0.4128,0.3705,+-0.005,+-0.04,+-0.00021,+-0.00021
25,146.68,0.4992,0.4053,+-0.005,+-0.04,+-0.00021,+-0.00021
25,144.71,0.5726,0.4349,+-0.005,+-0.04,+-0.00021,+-0.00021
25,144.31,0.58,0.4395,+-0.005,+-0.04,+-0.00021,+-0.00021
25,141.97,0.6438,0.4667,+-0.005,+-0.04,+-0.00021,+-0.00021
25,139.97,0.6821,0.4828,+-0.005,+-0.04,+-0.00021,+-0.00021
25,132.41,0.7894,0.5491,+-0.005,+-0.04,+-0.00021,+-0.00021
25,130.91,0.8028,0.5636,+-0.005,+-0.04,+-0.00021,+-0.00021
25,120.96,0.8817,0.6445,+-0.005,+-0.04,+-0.00021,+-0.00021
25,114.07,0.9163,0.7,+-0.005,+-0.04,+-0.00021,+-0.00021
25,103.64,0.9594,0.7986,+-0.005,+-0.04,+-0.00021,+-0.00021
