"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
371.85,114.66,0.0108,0.0627,,+-0.02,,
368.13,114.66,0.0452,0.2102,,+-0.02,,
363.24,114.66,0.0955,0.3746,,+-0.02,,
361.25,114.66,0.1172,0.432,,+-0.02,,
360.49,114.66,0.1294,0.4557,,+-0.02,,
357.74,114.66,0.165,0.5287,,+-0.02,,
355.27,114.66,0.2023,0.587,,+-0.02,,
354.53,114.66,0.2159,0.6048,,+-0.02,,
352.9,114.66,0.2433,0.6396,,+-0.02,,
349.34,114.66,0.3177,0.7122,,+-0.02,,
348.19,114.66,0.3464,0.7333,,+-0.02,,
346.2,114.66,0.4055,0.7702,,+-0.02,,
345.56,114.66,0.4253,0.7827,,+-0.02,,
344.24,114.66,0.4714,0.8036,,+-0.02,,
343.5,114.66,0.4973,0.8151,,+-0.02,,
342.58,114.66,0.5328,0.8296,,+-0.02,,
341.87,114.66,0.5609,0.8413,,+-0.02,,
341.17,114.66,0.593,0.8527,,+-0.02,,
340.39,114.66,0.6276,0.8648,,+-0.02,,
339.77,114.66,0.6528,0.8762,,+-0.02,,
339.05,114.66,0.6834,0.8872,,+-0.02,,
338.34,114.66,0.7175,0.8986,,+-0.02,,
337.57,114.66,0.7678,0.9122,,+-0.02,,
337.03,114.66,0.7975,0.9213,,+-0.02,,
336.8,114.66,0.8066,0.9252,,+-0.02,,
336.47,114.66,0.8231,0.9318,,+-0.02,,
336.11,114.66,0.8465,0.9388,,+-0.02,,
335.95,114.66,0.8616,0.9435,,+-0.02,,
335.38,114.66,0.8877,0.9537,,+-0.02,,
335.12,114.66,0.9065,0.9604,,+-0.02,,
334.8,114.66,0.9204,0.9663,,+-0.02,,
334.42,114.66,0.9409,0.9744,,+-0.02,,
334.13,114.66,0.9584,0.9815,,+-0.02,,
333.88,114.66,0.9732,0.9877,,+-0.02,,
333.69,114.66,0.9852,0.9931,,+-0.02,,
