"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,359.7,0.932,0.769,+-0.05,+-0.1,,
60,390.8,0.881,0.668,+-0.05,+-0.1,,
60,416.4,0.845,0.617,+-0.05,+-0.1,,
60,441.2,0.788,0.557,+-0.05,+-0.1,,
60,464.7,0.693,0.486,+-0.05,+-0.1,,
60,477.3,0.621,0.451,+-0.05,+-0.1,,
60,490.8,0.498,0.403,+-0.05,+-0.1,,
60,493.9,0.391,0.365,+-0.05,+-0.1,,
60,495.4,0.353,0.352,+-0.05,+-0.1,,
60,494.9,0.269,0.323,+-0.05,+-0.1,,
60,482.6,0.143,0.258,+-0.05,+-0.1,,
60,458.3,0.081,0.201,+-0.05,+-0.1,,
60,426.1,0.034,0.117,+-0.05,+-0.1,,
