"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
0,4.19,0.0411,,,,,
0,3.56,0.0723,,,,,
0,2.57,0.115,0.015,,,,
0,2.3,0.1545,0.329,,,,
0,7.02,0.1896,0.865,,,,
0,28.2,0.2145,,,,,
