"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55,542.17,0.0287,0.0647,,,+-0.05,+-0.05
55,564.61,0.057,0.1295,,,+-0.05,+-0.05
55,569.56,0.0644,0.1407,,,+-0.05,+-0.05
55,581.45,0.0858,0.1848,,,+-0.05,+-0.05
55,592.15,0.1046,0.219,,,+-0.05,+-0.05
55,610.13,0.1357,0.2637,,,+-0.05,+-0.05
55,618.98,0.1452,0.2694,,,+-0.05,+-0.05
55,628.16,0.1663,0.3055,,,+-0.05,+-0.05
55,650.74,0.2173,0.3633,,,+-0.05,+-0.05
55,657.7,0.239,0.3863,,,+-0.05,+-0.05
55,675.68,0.2787,0.4184,,,+-0.05,+-0.05
55,699.07,0.3579,0.4779,,,+-0.05,+-0.05
55,712.65,0.405,0.5135,,,+-0.05,+-0.05
55,722.76,0.448,0.5512,,,+-0.05,+-0.05
55,732.37,0.5052,0.5844,,,+-0.05,+-0.05
55,738.49,0.5432,0.6174,,,+-0.05,+-0.05
55,748.61,0.6332,0.6772,,,+-0.05,+-0.05
55,752.18,0.6538,0.6849,,,+-0.05,+-0.05
55,749.65,0.6605,0.6926,,,+-0.05,+-0.05
55,752.11,0.6945,0.7124,,,+-0.05,+-0.05
55,753.53,0.7327,0.9383,,,+-0.05,+-0.05
55,753.85,0.7525,0.7618,,,+-0.05,+-0.05
55,757.52,0.7752,0.7729,,,+-0.05,+-0.05
55,757.97,0.7922,0.7876,,,+-0.05,+-0.05
55,749.1,0.908,0.8959,,,+-0.05,+-0.05
55,750.31,0.9088,0.8963,,,+-0.05,+-0.05
55,750.47,0.9197,0.8941,,,+-0.05,+-0.05
55,748.52,0.9448,0.9336,,,+-0.05,+-0.05
