"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,863,0.0,0.0,+-0.01,+-0.015,0.002,0.003
343.15,1144,0.038,0.2724,+-0.01,+-0.015,0.002,0.003
343.15,1552,0.0955,0.4976,+-0.01,+-0.015,0.002,0.003
343.15,2032,0.1557,0.644,+-0.01,+-0.015,0.002,0.003
343.15,2528,0.2194,0.7373,+-0.01,+-0.015,0.002,0.003
343.15,3067,0.2889,0.8032,+-0.01,+-0.015,0.002,0.003
343.15,3594,0.3538,0.8484,+-0.01,+-0.015,0.002,0.003
343.15,4689,0.487,0.9093,+-0.01,+-0.015,0.002,0.003
343.15,5334,0.5616,0.9337,+-0.01,+-0.015,0.002,0.003
343.15,5353,0.5664,0.9344,+-0.01,+-0.015,0.002,0.003
343.15,6020,0.6444,0.9533,+-0.01,+-0.015,0.002,0.003
343.15,6508,0.7002,0.9639,+-0.01,+-0.015,0.002,0.003
343.15,6731,0.7246,0.9684,+-0.01,+-0.015,0.002,0.003
343.15,7391,0.7979,0.9798,+-0.01,+-0.015,0.002,0.003
343.15,7927,0.8533,0.9872,+-0.01,+-0.015,0.002,0.003
343.15,8004,0.8665,0.9884,+-0.01,+-0.015,0.002,0.003
343.15,8223,0.8795,0.9898,+-0.01,+-0.015,0.002,0.003
343.15,8514,0.9223,0.9936,+-0.01,+-0.015,0.002,0.003
343.15,8707,0.9506,0.9962,+-0.01,+-0.015,0.002,0.003
343.15,8755,0.9631,0.9971,+-0.01,+-0.015,0.002,0.003
343.15,8841,0.9776,0.9983,+-0.01,+-0.015,0.002,0.003
343.15,8896,0.9904,0.9993,+-0.01,+-0.015,0.002,0.003
343.15,8931,1.0,1.0,+-0.01,+-0.015,0.002,0.003
