"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
124.0,300,0.077,0.03,,,,
128.5,300,0.212,0.115,,,,
129.5,300,0.24,0.142,,,,
130.0,300,0.258,0.171,,,,
130.7,300,0.275,0.195,,,,
131.2,300,0.299,0.228,,,,
131.8,300,0.326,0.273,,,,
132.0,300,0.347,0.302,,,,
132.3,300,0.395,0.411,,,,
131.9,300,0.426,0.487,,,,
130.8,300,0.459,0.57,,,,
129.0,300,0.49,0.665,,,,
125.5,300,0.534,0.778,,,,
123.2,300,0.56,0.818,,,,
116.6,300,0.62,0.902,,,,
112.5,300,0.652,0.933,,,,
103.0,300,0.715,0.972,,,,
93.0,300,0.785,0.992,,,,
87.7,300,0.826,0.996,,,,
82.7,300,0.87,0.998,,,,
79.1,300,0.908,0.999,,,,
