"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
291.15,0.87,0.215,0.9528,,,0.0005,0.0005
291.15,1.18,0.2885,0.9655,,,0.0005,0.0005
291.15,1.73,0.4027,0.9729,,,0.0005,0.0005
291.15,2.41,0.5208,0.9789,,,0.0005,0.0005
291.15,2.81,0.594,0.9815,,,0.0005,0.0005
291.15,3.1,0.6545,0.9839,,,0.0005,0.0005
291.15,3.45,0.7119,0.9847,,,0.0005,0.0005
291.15,3.84,0.767,0.9888,,,0.0005,0.0005
291.15,4.34,0.8177,0.9902,,,0.0005,0.0005
291.15,4.94,0.8662,0.9869,,,0.0005,0.0005
291.15,5.27,0.91,0.9866,,,0.0005,0.0005
