"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
356.78,60,0.0,0.0,+-0.01,+-0.01,+-0.001,+-0.001
356.35,60,0.009,0.031,+-0.01,+-0.01,+-0.001,+-0.001
354.53,60,0.045,0.123,+-0.01,+-0.01,+-0.001,+-0.001
352.44,60,0.103,0.245,+-0.01,+-0.01,+-0.001,+-0.001
350.7,60,0.168,0.34,+-0.01,+-0.01,+-0.001,+-0.001
349.51,60,0.231,0.408,+-0.01,+-0.01,+-0.001,+-0.001
348.63,60,0.294,0.461,+-0.01,+-0.01,+-0.001,+-0.001
347.63,60,0.361,0.501,+-0.01,+-0.01,+-0.001,+-0.001
347.74,60,0.417,0.527,+-0.01,+-0.01,+-0.001,+-0.001
347.5,60,0.487,0.551,+-0.01,+-0.01,+-0.001,+-0.001
347.52,60,0.557,0.571,+-0.01,+-0.01,+-0.001,+-0.001
347.53,60,0.621,0.585,+-0.01,+-0.01,+-0.001,+-0.001
347.55,60,0.686,0.594,+-0.01,+-0.01,+-0.001,+-0.001
347.73,60,0.747,0.602,+-0.01,+-0.01,+-0.001,+-0.001
347.8,60,0.796,0.605,+-0.01,+-0.01,+-0.001,+-0.001
347.91,60,0.833,0.609,+-0.01,+-0.01,+-0.001,+-0.001
348.14,60,0.869,0.612,+-0.01,+-0.01,+-0.001,+-0.001
348.28,60,0.892,0.62,+-0.01,+-0.01,+-0.001,+-0.001
348.51,60,0.925,0.63,+-0.01,+-0.01,+-0.001,+-0.001
348.99,60,0.946,0.646,+-0.01,+-0.01,+-0.001,+-0.001
349.92,60,0.96,0.672,+-0.01,+-0.01,+-0.001,+-0.001
350.93,60,0.97,0.704,+-0.01,+-0.01,+-0.001,+-0.001
352.78,60,0.981,0.76,+-0.01,+-0.01,+-0.001,+-0.001
354.43,60,0.988,0.806,+-0.01,+-0.01,+-0.001,+-0.001
356.06,60,0.993,0.872,+-0.01,+-0.01,+-0.001,+-0.001
357.3,60,0.996,0.923,+-0.01,+-0.01,+-0.001,+-0.001
358.02,60,0.999,0.974,+-0.01,+-0.01,+-0.001,+-0.001
359.14,60,1.0,1.0,+-0.01,+-0.01,+-0.001,+-0.001
