"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
443.0,100,0.031,0.205,0.5,,,
428.3,100,0.058,0.393,0.5,,,
411.5,100,0.106,0.569,0.5,,,
395.8,100,0.147,0.694,0.5,,,
369.7,100,0.252,0.836,0.5,,,
361.8,100,0.295,0.866,0.5,,,
335.8,100,0.465,0.953,0.5,,,
318.2,100,0.655,0.971,0.5,,,
306.4,100,0.784,0.989,0.5,,,
