"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
106.0,6.0,0.145,0.266,,,,
102.7,6.0,0.376,0.558,,,,
99.9,6.0,0.622,0.768,,,,
98.8,6.0,0.741,0.951,,,,
97.1,6.0,0.937,0.966,,,,
