"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.27,0.438,0.3316,,0.02,0.01,,
333.25,0.558,0.3316,,0.02,0.01,,
343.23,0.703,0.3316,,0.02,0.01,,
345.64,0.738,0.3316,,0.02,0.01,,
353.26,0.869,0.3316,,0.02,0.01,,
363.25,1.069,0.3316,,0.02,0.01,,
373.28,1.294,0.3316,,0.02,0.01,,
383.23,1.549,0.3316,,0.02,0.01,,
393.26,1.844,0.3316,,0.02,0.01,,
403.28,2.174,0.3316,,0.02,0.01,,
413.34,2.55,0.3316,,0.02,0.01,,
423.3,2.965,0.3316,,0.02,0.01,,
433.31,3.435,0.3316,,0.02,0.01,,
443.28,3.95,0.3316,,0.02,0.01,,
453.28,4.53,0.3316,,0.02,0.01,,
458.26,4.83,0.3316,,0.02,0.01,,
463.28,5.14,0.3316,,0.02,0.01,,
468.27,5.43,0.3316,,0.02,0.01,,
470.25,5.53,0.3316,,0.02,0.01,,
473.06,5.62,0.3316,,0.02,0.01,,
