"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
268.2,0.422,0.0,0.0,,,,
268.2,0.557,0.073,0.293,,,,
268.2,0.629,0.112,0.382,,,,
268.2,0.741,0.163,0.494,,,,
268.2,0.897,0.228,0.607,,,,
268.2,0.953,0.256,0.637,,,,
268.2,1.088,0.316,0.7,,,,
268.2,1.32,0.408,0.776,,,,
268.2,1.526,0.482,0.827,,,,
268.2,1.697,0.549,0.86,,,,
268.2,1.892,0.615,0.89,,,,
268.2,1.988,0.658,0.901,,,,
268.2,2.104,0.697,0.916,,,,
268.2,2.271,0.746,0.935,,,,
268.2,2.478,0.818,0.954,,,,
268.2,2.67,0.878,0.971,,,,
268.2,2.787,0.917,0.981,,,,
268.2,3.045,1.0,1.0,,,,
