"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
526.16,4.185,0.0,0.0,0.1,,+-0.005,+-0.005
523.88,4.264,0.016,,0.1,,+-0.005,+-0.005
526.18,4.675,0.024,0.0885,0.1,,+-0.005,+-0.005
526.04,4.736,0.0301,0.1064,0.1,,+-0.005,+-0.005
525.58,5.611,0.0733,0.2242,0.1,,+-0.005,+-0.005
525.26,6.321,0.1031,0.3166,0.1,,+-0.005,+-0.005
526.05,6.802,0.105,,0.1,,+-0.005,+-0.005
525.73,6.83,0.1153,,0.1,,+-0.005,+-0.005
526.07,7.203,0.1371,0.3755,0.1,,+-0.005,+-0.005
526.09,7.193,0.1473,0.4034,0.1,,+-0.005,+-0.005
525.97,8.487,0.1901,0.4859,0.1,,+-0.005,+-0.005
525.51,9.215,0.2142,0.5015,0.1,,+-0.005,+-0.005
525.8,9.231,0.2191,0.4964,0.1,,+-0.005,+-0.005
525.71,9.975,0.24,0.541,0.1,,+-0.005,+-0.005
525.78,11.617,0.2944,0.5969,0.1,,+-0.005,+-0.005
525.86,12.423,0.3081,0.616,0.1,,+-0.005,+-0.005
526.05,12.636,0.309,0.596,0.1,,+-0.005,+-0.005
525.81,13.535,0.3681,0.6477,0.1,,+-0.005,+-0.005
526.0,14.857,0.3941,0.6721,0.1,,+-0.005,+-0.005
526.36,15.956,0.4227,0.6591,0.1,,+-0.005,+-0.005
525.89,16.992,0.4647,0.6856,0.1,,+-0.005,+-0.005
525.81,17.033,0.4702,0.6752,0.1,,+-0.005,+-0.005
526.98,18.099,0.48,,0.1,,+-0.005,+-0.005
526.62,18.042,0.4833,0.6638,0.1,,+-0.005,+-0.005
526.44,17.804,0.4863,0.6753,0.1,,+-0.005,+-0.005
527.19,18.334,,0.663,0.1,,+-0.005,+-0.005
526.13,19.142,0.4956,0.6784,0.1,,+-0.005,+-0.005
527.1,18.416,0.5132,0.6527,0.1,,+-0.005,+-0.005
526.66,19.647,0.5229,0.6506,0.1,,+-0.005,+-0.005
526.68,19.248,0.5239,0.6669,0.1,,+-0.005,+-0.005
526.94,20.344,0.5352,0.6572,0.1,,+-0.005,+-0.005
526.96,20.683,0.5422,0.6398,0.1,,+-0.005,+-0.005
526.94,20.929,0.5448,0.5946,0.1,,+-0.005,+-0.005
527.13,20.989,0.5449,0.5547,0.1,,+-0.005,+-0.005
