"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
420.18,1.162,0.806,,+-0.05,+-0.01,0.001,
429.73,1.377,0.806,,+-0.05,+-0.01,0.001,
439.86,1.618,0.806,,+-0.05,+-0.01,0.001,
449.77,1.868,0.806,,+-0.05,+-0.01,0.001,
459.66,2.138,0.806,,+-0.05,+-0.01,0.001,
470.17,2.432,0.806,,+-0.05,+-0.01,0.001,
479.7,2.717,0.806,,+-0.05,+-0.01,0.001,
489.78,3.027,0.806,,+-0.05,+-0.01,0.001,
499.71,3.348,0.806,,+-0.05,+-0.01,0.001,
509.59,3.659,0.806,,+-0.05,+-0.01,0.001,
519.04,3.934,0.806,,+-0.05,+-0.01,0.001,
524.04,4.031,0.806,,+-0.05,+-0.01,0.001,
526.27,4.032,0.806,,+-0.05,+-0.01,0.001,
528.2,3.92,0.806,,+-0.05,+-0.01,0.001,
