"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
10.0,0.3619,0.0,0.0,+-0.1,+-0.0005,,
10.0,0.5046,0.0976,0.3243,+-0.1,+-0.0005,,
10.0,0.6048,0.1909,0.4811,+-0.1,+-0.0005,,
10.0,0.7035,0.3004,0.5968,+-0.1,+-0.0005,,
10.0,0.7765,0.3985,0.6694,+-0.1,+-0.0005,,
10.0,0.8437,0.4998,0.7313,+-0.1,+-0.0005,,
10.0,0.9014,0.5997,0.7845,+-0.1,+-0.0005,,
10.0,0.9556,0.6999,0.8344,+-0.1,+-0.0005,,
10.0,0.8409,0.5015,0.7307,+-0.1,+-0.0005,,
10.0,0.9547,0.7002,0.8341,+-0.1,+-0.0005,,
10.0,1.0076,0.8015,0.8872,+-0.1,+-0.0005,,
10.0,1.0548,0.9005,0.9398,+-0.1,+-0.0005,,
10.0,1.1035,1.0,1.0,+-0.1,+-0.0005,,
