"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
293.47,17399,0.072,,0.003,+-0.01,,
312.25,37431,0.072,,0.003,+-0.01,,
293.5,17601,0.2685,,0.003,+-0.01,,
312.26,37727,0.2685,,0.003,+-0.01,,
293.47,17277,0.3199,,0.003,+-0.01,,
312.24,37576,0.3199,,0.003,+-0.01,,
293.43,17116,0.3696,,0.003,+-0.01,,
312.24,37279,0.3696,,0.003,+-0.01,,
