"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
122.0,760,0.025,0.063,,+-0.2,,
116.6,760,0.094,0.236,,+-0.2,,
111.8,760,0.16,0.378,,+-0.2,,
107.5,760,0.225,0.493,,+-0.2,,
103.5,760,0.29,0.582,,+-0.2,,
100.1,760,0.351,0.653,,+-0.2,,
97.2,760,0.408,0.711,,+-0.2,,
94.3,760,0.469,0.759,,+-0.2,,
91.7,760,0.526,0.803,,+-0.2,,
91.6,760,0.529,0.804,,+-0.2,,
88.9,760,0.596,0.845,,+-0.2,,
86.5,760,0.662,0.879,,+-0.2,,
84.4,760,0.725,0.908,,+-0.2,,
82.4,760,0.788,0.932,,+-0.2,,
80.9,760,0.841,0.951,,+-0.2,,
79.4,760,0.893,0.968,,+-0.2,,
78.2,760,0.941,0.983,,+-0.2,,
77.1,760,0.986,0.996,,+-0.2,,
