"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.15,33.61,0.0,,,+-0.4,,
318.15,59.85,0.1035,,,+-0.4,,
318.15,85.96,0.2128,,,+-0.4,,
318.15,107.09,0.2953,,,+-0.4,,
318.15,137.13,0.401,,,+-0.4,,
318.15,164.18,0.4896,,,+-0.4,,
318.15,197.33,0.5902,,,+-0.4,,
318.15,236.55,0.7054,,,+-0.4,,
318.15,265.52,0.7889,,,+-0.4,,
318.15,301.95,0.9003,,,+-0.4,,
318.15,321.49,0.961,,,+-0.4,,
318.15,333.23,1.0,,,+-0.4,,
