"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.15,2.0468,0.45,0.9878,,,,
323.15,2.066,0.4464,0.9849,,,,
323.15,2.9638,0.5733,0.99,,,,
323.15,3.0529,0.5815,0.9894,,,,
323.15,3.9071,0.6727,0.9898,,,,
323.15,3.9294,0.6739,0.9897,,,,
323.15,4.9639,0.7605,0.9915,,,,
323.15,5.2253,0.7771,0.9911,,,,
323.15,5.7998,0.8159,0.9884,,,,
323.15,6.1727,0.8401,0.9922,,,,
323.15,6.6003,0.8634,0.9915,,,,
323.15,7.3552,0.9052,0.9893,,,,
323.15,7.7605,0.9238,0.99,,,,
323.15,8.0239,0.9347,0.9903,,,,
323.15,8.3694,0.9473,0.9889,,,,
323.15,8.9065,0.9684,0.9866,,,,
323.15,9.02,0.9752,0.9826,,,,
