"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
110.6,760,0.0,0.0,+-0.2,+-0.1,+-0.004,+-0.004
110.2,760,0.0045,0.014,+-0.2,+-0.1,+-0.004,+-0.004
109.88,760,0.0085,0.029,+-0.2,+-0.1,+-0.004,+-0.004
109.25,760,0.0175,0.0555,+-0.2,+-0.1,+-0.004,+-0.004
107.2,760,0.0405,0.1281,+-0.2,+-0.1,+-0.004,+-0.004
104.2,760,0.085,0.235,+-0.2,+-0.1,+-0.004,+-0.004
102.28,760,0.119,0.3043,+-0.2,+-0.1,+-0.004,+-0.004
99.55,760,0.18,0.395,+-0.2,+-0.1,+-0.004,+-0.004
98.7,760,0.1981,0.42,+-0.2,+-0.1,+-0.004,+-0.004
97.1,760,0.2359,0.4709,+-0.2,+-0.1,+-0.004,+-0.004
94.3,760,0.3127,0.5521,+-0.2,+-0.1,+-0.004,+-0.004
91.85,760,0.3982,0.628,+-0.2,+-0.1,+-0.004,+-0.004
89.9,760,0.4682,0.6854,+-0.2,+-0.1,+-0.004,+-0.004
87.85,760,0.5479,0.7428,+-0.2,+-0.1,+-0.004,+-0.004
86.85,760,0.5858,0.7708,+-0.2,+-0.1,+-0.004,+-0.004
85.8,760,0.642,0.8027,+-0.2,+-0.1,+-0.004,+-0.004
84.85,760,0.6924,0.8342,+-0.2,+-0.1,+-0.004,+-0.004
84.4,760,0.7012,0.8396,+-0.2,+-0.1,+-0.004,+-0.004
83.15,760,0.7846,0.8858,+-0.2,+-0.1,+-0.004,+-0.004
82.65,760,0.8015,0.8955,+-0.2,+-0.1,+-0.004,+-0.004
81.8,760,0.8611,0.9281,+-0.2,+-0.1,+-0.004,+-0.004
80.5,760,0.935,0.9629,+-0.2,+-0.1,+-0.004,+-0.004
79.85,760,0.9774,0.9878,+-0.2,+-0.1,+-0.004,+-0.004
79.5,760,0.9939,0.9954,+-0.2,+-0.1,+-0.004,+-0.004
79.45,760,1.0,1.0,+-0.2,+-0.1,+-0.004,+-0.004
