"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
150,81,0.018,0.159,,,,
150,91,0.048,0.288,,,,
150,102,0.084,0.367,,,,
150,113,0.155,0.438,,,,
150,117,0.184,0.458,,,,
150,120,0.232,0.49,,,,
150,122,0.264,0.503,,,,
150,122,0.326,0.528,,,,
150,123,0.34,0.535,,,,
150,130,0.463,0.6,,,,
150,133,0.572,0.658,,,,
150,135,0.648,0.704,,,,
150,135,0.717,0.749,,,,
150,139,0.781,0.797,,,,
150,143,0.862,0.862,,,,
150,143,0.923,0.919,,,,
150,143,0.966,0.961,,,,
