"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.24,0.44,0.3354,,0.02,0.01,,
343.3,0.545,0.3354,,0.02,0.01,,
353.3,0.665,0.3354,,0.02,0.01,,
363.26,0.797,0.3354,,0.02,0.01,,
373.28,0.945,0.3354,,0.02,0.01,,
383.3,1.108,0.3354,,0.02,0.01,,
393.27,1.285,0.3354,,0.02,0.01,,
403.37,1.479,0.3354,,0.02,0.01,,
413.37,1.689,0.3354,,0.02,0.01,,
423.37,1.918,0.3354,,0.02,0.01,,
433.36,2.165,0.3354,,0.02,0.01,,
443.36,2.43,0.3354,,0.02,0.01,,
453.33,2.72,0.3354,,0.02,0.01,,
463.35,3.034,0.3354,,0.02,0.01,,
473.27,3.369,0.3354,,0.02,0.01,,
483.23,3.73,0.3354,,0.02,0.01,,
493.23,4.114,0.3354,,0.02,0.01,,
503.23,4.509,0.3354,,0.02,0.01,,
508.24,4.701,0.3354,,0.02,0.01,,
513.2,4.872,0.3354,,0.02,0.01,,
518.21,4.988,0.3354,,0.02,0.01,,
520.24,4.998,0.3354,,0.02,0.01,,
521.32,4.994,0.3354,,0.02,0.01,,
521.42,4.993,0.3354,,0.02,0.01,,
