"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
396.26,34.27,0.79,,0.4,1.5,0.009,
372.17,33.82,0.79,,0.4,1.5,0.009,
384.69,32.47,0.79,,0.4,1.5,0.009,
386.44,32.27,0.79,,0.4,1.5,0.009,
407.1,30.37,0.79,,0.4,1.5,0.009,
417.57,29.67,0.79,,0.4,1.5,0.009,
455.08,27.27,0.79,,0.4,1.5,0.009,
463.71,26.77,0.79,,0.4,1.5,0.009,
375.6,33.57,0.79,,0.4,1.5,0.009,
380.18,32.97,0.79,,0.4,1.5,0.009,
382.85,32.77,0.79,,0.4,1.5,0.009,
391.3,31.67,0.79,,0.4,1.5,0.009,
397.28,31.17,0.79,,0.4,1.5,0.009,
402.39,30.77,0.79,,0.4,1.5,0.009,
427.19,28.97,0.79,,0.4,1.5,0.009,
436.36,28.37,0.79,,0.4,1.5,0.009,
445.97,27.77,0.79,,0.4,1.5,0.009,
