"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
364.95,40.0,0.0671,0.1371,+-0.01,+-0.1,,
364.15,40.0,0.1046,0.1935,+-0.01,+-0.1,,
363.17,40.0,0.1642,0.2704,+-0.01,+-0.1,,
362.45,40.0,0.2538,0.3401,+-0.01,+-0.1,,
361.69,40.0,0.3649,0.4067,+-0.01,+-0.1,,
361.67,40.0,0.4779,0.4555,+-0.01,+-0.1,,
361.77,40.0,0.5756,0.4892,+-0.01,+-0.1,,
362.13,40.0,0.6601,0.5267,+-0.01,+-0.1,,
363.33,40.0,0.7803,0.5919,+-0.01,+-0.1,,
365.15,40.0,0.8655,0.6662,+-0.01,+-0.1,,
366.5,40.0,0.8909,0.7217,+-0.01,+-0.1,,
371.02,40.0,0.972,0.8948,+-0.01,+-0.1,,
