"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
475.0,446.0,0.0,0.0,,,,
475.0,500.0,0.045,0.071,,,,
475.0,600.0,0.119,0.189,,,,
475.0,700.0,0.181,0.29,,,,
475.0,750.0,0.219,0.338,,,,
475.0,800.0,0.252,0.374,,,,
475.0,850.0,0.288,0.398,,,,
475.0,900.0,0.34,0.392,,,,
475.0,910.0,0.38,0.38,,,,
