"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.402,0.0108,0.0134,+-0.02,0.004,0.0005,0.0005
313.15,12.402,0.029,0.0246,+-0.02,0.004,0.0005,0.0005
313.15,12.365,0.0566,0.0315,+-0.02,0.004,0.0005,0.0005
313.15,12.355,0.063,0.0324,+-0.02,0.004,0.0005,0.0005
313.15,12.3,0.0976,0.0357,+-0.02,0.004,0.0005,0.0005
313.15,12.183,0.1543,0.0393,+-0.02,0.004,0.0005,0.0005
313.15,12.054,0.2047,0.0421,+-0.02,0.004,0.0005,0.0005
313.15,11.869,0.2706,0.0457,+-0.02,0.004,0.0005,0.0005
313.15,11.607,0.3493,0.0496,+-0.02,0.004,0.0005,0.0005
313.15,11.233,0.4429,0.0542,+-0.02,0.004,0.0005,0.0005
313.15,10.719,0.5406,0.0598,+-0.02,0.004,0.0005,0.0005
313.15,9.957,0.6418,0.0682,+-0.02,0.004,0.0005,0.0005
313.15,9.451,0.6879,0.0738,+-0.02,0.004,0.0005,0.0005
313.15,8.81,0.7368,0.0819,+-0.02,0.004,0.0005,0.0005
313.15,8.068,0.7812,0.0922,+-0.02,0.004,0.0005,0.0005
313.15,6.524,0.8512,0.12,+-0.02,0.004,0.0005,0.0005
313.15,5.287,0.8943,0.1532,+-0.02,0.004,0.0005,0.0005
313.15,4.243,0.9253,0.1966,+-0.02,0.004,0.0005,0.0005
313.15,2.648,0.9644,0.3263,+-0.02,0.004,0.0005,0.0005
