"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100.0,760,2e-06,3.4e-05,+-0.02,+-1,,
100.0,760,2e-06,2.4e-05,+-0.02,+-1,,
100.0,760,2.2e-05,0.000308,+-0.02,+-1,,
100.0,760,1.4e-05,0.00028,+-0.02,+-1,,
100.0,760,1.4e-05,0.000183,+-0.02,+-1,,
100.0,760,0.000208,0.002454,+-0.02,+-1,,
100.0,760,0.000148,0.001591,+-0.02,+-1,,
100.0,760,0.000187,0.002475,+-0.02,+-1,,
100.0,760,0.00015,0.001957,+-0.02,+-1,,
98.5,760,0.004815,0.07268,+-0.02,+-1,,
98.6,760,0.004014,0.059219,+-0.02,+-1,,
98.55,760,0.004307,0.059815,+-0.02,+-1,,
93.0,760,0.0315,0.2582,+-0.02,+-1,,
92.95,760,0.037,0.3625,+-0.02,+-1,,
87.95,760,0.074,0.3881,+-0.02,+-1,,
85.1,760,0.1218,0.4658,+-0.02,+-1,,
84.85,760,0.1283,0.4878,+-0.02,+-1,,
81.85,760,0.2548,0.5626,+-0.02,+-1,,
81.9,760,0.2597,0.5539,+-0.02,+-1,,
80.5,760,0.3937,0.6201,+-0.02,+-1,,
80.35,760,0.3971,0.6128,+-0.02,+-1,,
79.3,760,0.5472,0.6789,+-0.02,+-1,,
78.5,760,0.698,0.7568,+-0.02,+-1,,
78.2,760,0.84,0.8416,+-0.02,+-1,,
78.2,760,0.8393,0.8391,+-0.02,+-1,,
78.2,760,0.914,0.9223,+-0.02,+-1,,
78.2,760,0.9099,0.9189,+-0.02,+-1,,
