"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,0.889,0.0,,0.02,+-0.1%,0.001,
313.15,1.311,0.0323,,0.02,+-0.1%,0.001,
313.15,1.681,0.0613,,0.02,+-0.1%,0.001,
313.15,2.596,0.1322,,0.02,+-0.1%,0.001,
313.15,2.816,0.1491,,0.02,+-0.1%,0.001,
313.15,3.484,0.2004,,0.02,+-0.1%,0.001,
313.15,4.129,0.2511,,0.02,+-0.1%,0.001,
313.15,4.78,0.301,,0.02,+-0.1%,0.001,
313.15,5.454,0.3521,,0.02,+-0.1%,0.001,
313.15,6.103,0.4021,,0.02,+-0.1%,0.001,
313.15,6.755,0.4523,,0.02,+-0.1%,0.001,
313.15,7.406,0.5022,,0.02,+-0.1%,0.001,
313.15,8.067,0.5533,,0.02,+-0.1%,0.001,
313.15,8.713,0.6027,,0.02,+-0.1%,0.001,
313.15,8.71,0.6031,,0.02,+-0.1%,0.001,
313.15,9.371,0.6524,,0.02,+-0.1%,0.001,
313.15,10.017,0.702,,0.02,+-0.1%,0.001,
313.15,10.598,0.7517,,0.02,+-0.1%,0.001,
313.15,11.292,0.8014,,0.02,+-0.1%,0.001,
313.15,11.966,0.8516,,0.02,+-0.1%,0.001,
313.15,12.587,0.9019,,0.02,+-0.1%,0.001,
313.15,13.134,0.9412,,0.02,+-0.1%,0.001,
313.15,13.527,0.9722,,0.02,+-0.1%,0.001,
313.15,13.872,1.0,,0.02,+-0.1%,0.001,
