"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.15,18.42,0.0,,,+-0.4,,
318.15,43.02,0.098,,,+-0.4,,
318.15,69.08,0.1982,,,+-0.4,,
318.15,97.09,0.3026,,,+-0.4,,
318.15,124.45,0.3932,,,+-0.4,,
318.15,149.4,0.466,,,+-0.4,,
318.15,185.93,0.5678,,,+-0.4,,
318.15,236.69,0.7061,,,+-0.4,,
318.15,269.28,0.7991,,,+-0.4,,
318.15,302.91,0.9029,,,+-0.4,,
318.15,317.62,0.9497,,,+-0.4,,
318.15,333.23,1.0,,,+-0.4,,
