"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-100,200,,0.9955,+- 0.05,+- 3,,
-100,400,,0.9981,+- 0.05,+- 3,,
-100,500,0.135,,+- 0.05,+- 3,,
-100,600,,0.9973,+- 0.05,+- 3,,
-100,750,0.193,,+- 0.05,+- 3,,
-100,800,,0.9961,+- 0.05,+- 3,,
-100,1000,0.238,0.9935,+- 0.05,+- 3,,
-100,1250,0.278,0.989,+- 0.05,+- 3,,
-100,1500,0.334,,+- 0.05,+- 3,,
-100,1600,,0.9781,+- 0.05,+- 3,,
-100,1800,,0.9702,+- 0.05,+- 3,,
-100,2000,0.401,0.9624,+- 0.05,+- 3,,
-100,2200,0.426,0.9528,+- 0.05,+- 3,,
