"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
318.15,57.926,0.0,0.0,+-0.02,+-0.007,,
318.15,58.57,0.0119,0.0223,+-0.02,+-0.007,,
318.15,59.64,0.034,0.0605,+-0.02,+-0.007,,
318.15,61.162,0.0664,0.1124,+-0.02,+-0.007,,
318.15,62.446,0.0958,0.156,+-0.02,+-0.007,,
318.15,63.992,0.1334,0.2079,+-0.02,+-0.007,,
318.15,65.064,0.1615,0.2436,+-0.02,+-0.007,,
318.15,66.232,0.1922,0.2812,+-0.02,+-0.007,,
318.15,67.841,0.2387,0.3342,+-0.02,+-0.007,,
318.15,68.82,0.2699,0.3682,+-0.02,+-0.007,,
318.15,69.773,0.3004,0.4002,+-0.02,+-0.007,,
318.15,71.579,0.3611,0.4602,+-0.02,+-0.007,,
318.15,72.617,0.3982,0.4947,+-0.02,+-0.007,,
318.15,74.054,0.4521,0.5442,+-0.02,+-0.007,,
318.15,75.195,0.4977,0.5845,+-0.02,+-0.007,,
318.15,76.439,0.5513,0.6302,+-0.02,+-0.007,,
318.15,77.475,0.5971,0.6686,+-0.02,+-0.007,,
318.15,78.459,0.6425,0.7062,+-0.02,+-0.007,,
318.15,79.304,0.684,0.7399,+-0.02,+-0.007,,
318.15,80.107,0.7261,0.7747,+-0.02,+-0.007,,
318.15,80.948,0.7706,0.8105,+-0.02,+-0.007,,
318.15,81.7,0.8146,0.8465,+-0.02,+-0.007,,
318.15,82.536,0.8649,0.8875,+-0.02,+-0.007,,
318.15,83.306,0.9135,0.9271,+-0.02,+-0.007,,
318.15,83.974,0.9574,0.9635,+-0.02,+-0.007,,
318.15,84.65,1.0,1.0,+-0.02,+-0.007,,
