"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
414.5,53.3,0.0,0.0,,,,
413.9,53.3,0.05,0.069,,,,
413.8,53.3,0.062,0.088,,,,
413.5,53.3,0.085,0.117,,,,
413.2,53.3,0.104,0.139,,,,
412.7,53.3,0.142,0.195,,,,
412.2,53.3,0.182,0.239,,,,
411.6,53.3,0.24,0.305,,,,
411.0,53.3,0.294,0.368,,,,
410.2,53.3,0.37,0.445,,,,
409.5,53.3,0.444,0.515,,,,
409.1,53.3,0.485,0.558,,,,
408.6,53.3,0.539,0.612,,,,
407.7,53.3,0.647,0.71,,,,
406.8,53.3,0.749,0.802,,,,
406.4,53.3,0.812,0.849,,,,
406.1,53.3,0.852,0.882,,,,
405.6,53.3,0.908,0.926,,,,
405.3,53.3,0.967,0.974,,,,
405.2,53.3,1.0,1.0,,,,
