"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
301.75,1.36,1.0,,,,,
301.75,9.89,0.964,,,,,
301.75,17.67,0.926,,,,,
301.75,30.6,0.835,,,,,
301.75,32.71,0.817,,,,,
301.75,38.74,0.769,,,,,
301.75,47.62,0.691,,,,,
301.75,51.43,0.658,,,,,
301.75,58.46,0.603,,,,,
301.75,69.05,0.519,,,,,
301.75,70.03,0.512,,,,,
301.75,71.31,0.499,,,,,
301.75,75.33,0.472,,,,,
301.75,77.65,0.458,,,,,
301.75,93.83,0.352,,,,,
301.75,122.41,0.186,,,,,
301.75,132.76,0.129,,,,,
301.75,154.2,0.0,,,,,
