"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
61.3,99.7,0.933,0.84,0.1,0.5,0.001,0.001
59.1,99.8,0.86,0.716,0.1,0.5,0.001,0.001
58.7,99.7,0.846,0.697,0.1,0.5,0.001,0.001
57.8,99.8,0.805,0.646,0.1,0.5,0.001,0.001
56.9,99.7,0.759,0.598,0.1,0.5,0.001,0.001
56.2,99.5,0.713,0.557,0.1,0.5,0.001,0.001
55.6,99.5,0.668,0.522,0.1,0.5,0.001,0.001
55.3,99.6,0.63,0.495,0.1,0.5,0.001,0.001
54.8,99.5,0.57,0.457,0.1,0.5,0.001,0.001
54.4,99.4,0.518,0.426,0.1,0.5,0.001,0.001
54.2,99.4,0.473,0.401,0.1,0.5,0.001,0.001
53.9,99.3,0.421,0.373,0.1,0.5,0.001,0.001
53.8,99.2,0.363,0.34,0.1,0.5,0.001,0.001
53.7,99.1,0.318,0.315,0.1,0.5,0.001,0.001
53.7,99.0,0.275,0.288,0.1,0.5,0.001,0.001
53.9,99.1,0.216,0.248,0.1,0.5,0.001,0.001
54.1,99.2,0.166,0.208,0.1,0.5,0.001,0.001
54.6,99.4,0.111,0.156,0.1,0.5,0.001,0.001
55.4,99.4,0.056,0.089,0.1,0.5,0.001,0.001
