"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
110.08,760,0.038,0.054,+-0.02,+-2,+-1%,+-1%
108.62,760,0.121,0.165,+-0.02,+-2,+-1%,+-1%
108.2,760,0.142,0.191,+-0.02,+-2,+-1%,+-1%
107.95,760,0.164,0.218,+-0.02,+-2,+-1%,+-1%
107.72,760,0.17,0.224,+-0.02,+-2,+-1%,+-1%
106.82,760,0.23,0.293,+-0.02,+-2,+-1%,+-1%
106.58,760,0.26,0.332,+-0.02,+-2,+-1%,+-1%
106.07,760,0.294,0.369,+-0.02,+-2,+-1%,+-1%
105.61,760,0.329,0.403,+-0.02,+-2,+-1%,+-1%
104.58,760,0.437,0.508,+-0.02,+-2,+-1%,+-1%
104.0,760,0.507,0.57,+-0.02,+-2,+-1%,+-1%
103.54,760,0.571,0.63,+-0.02,+-2,+-1%,+-1%
102.88,760,0.65,0.692,+-0.02,+-2,+-1%,+-1%
102.7,760,0.679,0.717,+-0.02,+-2,+-1%,+-1%
102.64,760,0.728,0.745,+-0.02,+-2,+-1%,+-1%
102.02,760,0.781,0.808,+-0.02,+-2,+-1%,+-1%
101.81,760,0.795,0.821,+-0.02,+-2,+-1%,+-1%
101.65,760,0.828,0.85,+-0.02,+-2,+-1%,+-1%
101.69,760,0.845,0.864,+-0.02,+-2,+-1%,+-1%
101.33,760,0.866,0.883,+-0.02,+-2,+-1%,+-1%
