"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
480.55,101.1,0.0,0.0,0.1,0.133,+-0.1,+-0.1
476.65,101.1,0.055,0.141,0.1,0.133,+-0.1,+-0.1
470.15,101.1,0.161,0.336,0.1,0.133,+-0.1,+-0.1
465.65,101.1,0.26,0.476,0.1,0.133,+-0.1,+-0.1
462.15,101.1,0.362,0.577,0.1,0.133,+-0.1,+-0.1
459.65,101.1,0.46,0.646,0.1,0.133,+-0.1,+-0.1
458.65,101.1,0.512,0.68,0.1,0.133,+-0.1,+-0.1
457.65,101.1,0.562,0.71,0.1,0.133,+-0.1,+-0.1
456.65,101.1,0.608,0.74,0.1,0.133,+-0.1,+-0.1
456.05,101.1,0.66,0.77,0.1,0.133,+-0.1,+-0.1
455.05,101.1,0.762,0.821,0.1,0.133,+-0.1,+-0.1
454.75,101.1,0.825,0.851,0.1,0.133,+-0.1,+-0.1
454.65,101.1,0.857,0.877,0.1,0.133,+-0.1,+-0.1
454.35,101.1,0.869,0.889,0.1,0.133,+-0.1,+-0.1
454.35,101.1,0.915,0.915,0.1,0.133,+-0.1,+-0.1
454.55,101.1,0.964,0.958,0.1,0.133,+-0.1,+-0.1
454.05,101.1,1.0,1.0,0.1,0.133,+-0.1,+-0.1
