"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.13,3.688,0.0488,,0.02,0.005,0.001,0.001
283.26,4.178,0.0488,,0.02,0.005,0.001,0.001
293.21,5.243,0.0488,,0.02,0.005,0.001,0.001
303.11,6.448,0.0488,,0.02,0.005,0.001,0.001
309.29,7.278,0.0488,,0.02,0.005,0.001,0.001
312.97,7.778,0.0488,,0.02,0.005,0.001,0.001
318.28,8.498,0.0488,,0.02,0.005,0.001,0.001
323.05,9.098,0.0488,,0.02,0.005,0.001,0.001
328.33,9.673,0.0488,,0.02,0.005,0.001,0.001
331.23,9.938,0.0488,,0.02,0.005,0.001,0.001
338.19,10.558,0.0488,,0.02,0.005,0.001,0.001
343.42,10.932,0.0488,,0.02,0.005,0.001,0.001
346.41,11.117,0.0488,,0.02,0.005,0.001,0.001
