"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
422.93,1.744,0.1,,+-0.05,+-0.01,0.001,
432.95,2.159,0.1,,+-0.05,+-0.01,0.001,
443.0,2.649,0.1,,+-0.05,+-0.01,0.001,
452.95,3.214,0.1,,+-0.05,+-0.01,0.001,
462.94,3.869,0.1,,+-0.05,+-0.01,0.001,
470.91,4.474,0.1,,+-0.05,+-0.01,0.001,
480.2,5.154,0.1,,+-0.05,+-0.01,0.001,
489.86,6.189,0.1,,+-0.05,+-0.01,0.001,
495.41,6.773,0.1,,+-0.05,+-0.01,0.001,
496.22,6.863,0.1,,+-0.05,+-0.01,0.001,
497.4,6.991,0.1,,+-0.05,+-0.01,0.001,
498.46,7.1,0.1,,+-0.05,+-0.01,0.001,
498.66,7.115,0.1,,+-0.05,+-0.01,0.001,
498.75,7.13,0.1,,+-0.05,+-0.01,0.001,
