"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,11.11,0.046,0.0976,+-0.01,,,
333.15,11.592,0.084,0.1688,+-0.01,,,
333.15,11.992,0.1124,0.2166,+-0.01,,,
333.15,12.94,0.1991,0.344,+-0.01,,,
333.15,13.499,0.2511,0.4085,+-0.01,,,
333.15,13.816,0.2795,0.4409,+-0.01,,,
333.15,14.317,0.3325,0.4965,+-0.01,,,
333.15,14.825,0.3869,0.5486,+-0.01,,,
333.15,15.385,0.4502,0.6042,+-0.01,,,
333.15,15.739,0.4923,0.638,+-0.01,,,
333.15,16.135,0.5454,0.6782,+-0.01,,,
333.15,16.831,0.6474,0.75,+-0.01,,,
333.15,17.385,0.7414,0.8135,+-0.01,,,
333.15,17.908,0.8451,0.883,+-0.01,,,
333.15,18.143,0.8931,0.9172,+-0.01,,,
333.15,18.212,0.9081,0.9279,+-0.01,,,
333.15,18.365,0.9528,0.9614,+-0.01,,,
