"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
136.4,760,0.017,0.059,,+-0.2,,
131.1,760,0.063,0.216,,+-0.2,,
126.2,760,0.111,0.349,,+-0.2,,
121.8,760,0.157,0.453,,+-0.2,,
117.6,760,0.203,0.539,,+-0.2,,
113.5,760,0.252,0.616,,+-0.2,,
109.8,760,0.301,0.679,,+-0.2,,
106.2,760,0.351,0.731,,+-0.2,,
102.7,760,0.405,0.779,,+-0.2,,
102.2,760,0.413,0.787,,+-0.2,,
98.1,760,0.485,0.836,,+-0.2,,
94.4,760,0.558,0.876,,+-0.2,,
91.1,760,0.629,0.908,,+-0.2,,
88.0,760,0.701,0.934,,+-0.2,,
85.2,760,0.772,0.954,,+-0.2,,
82.6,760,0.84,0.969,,+-0.2,,
80.0,760,0.911,0.984,,+-0.2,,
77.6,760,0.977,0.997,,+-0.2,,
