"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,30.54,0.056,0.035,+- 0.01,,,
323.15,30.01,0.1206,0.053,+- 0.01,,,
323.15,29.08,0.2204,0.068,+- 0.01,,,
323.15,27.96,0.3276,0.081,+- 0.01,,,
323.15,26.9,0.4108,0.094,+- 0.01,,,
323.15,25.52,0.5039,0.11,+- 0.01,,,
323.15,24.01,0.5841,0.123,+- 0.01,,,
323.15,22.97,0.6308,0.134,+- 0.01,,,
323.15,20.05,0.7252,0.167,+- 0.01,,,
323.15,16.88,0.8016,0.214,+- 0.01,,,
323.15,15.51,0.8313,0.24,+- 0.01,,,
323.15,11.52,0.8994,0.345,+- 0.01,,,
323.15,9.35,0.9331,0.44,+- 0.01,,,
323.15,5.55,0.9864,0.787,+- 0.01,,,
