"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
419.81,1.334,0.051,,+-0.05,+-0.01,0.001,
430.82,1.729,0.051,,+-0.05,+-0.01,0.001,
441.82,2.194,0.051,,+-0.05,+-0.01,0.001,
449.66,2.584,0.051,,+-0.05,+-0.01,0.001,
462.76,3.374,0.051,,+-0.05,+-0.01,0.001,
472.72,4.067,0.051,,+-0.05,+-0.01,0.001,
482.05,4.827,0.051,,+-0.05,+-0.01,0.001,
490.25,5.582,0.051,,+-0.05,+-0.01,0.001,
500.7,6.689,0.051,,+-0.05,+-0.01,0.001,
505.61,7.258,0.051,,+-0.05,+-0.01,0.001,
506.68,7.388,0.051,,+-0.05,+-0.01,0.001,
507.6,7.5,0.051,,+-0.05,+-0.01,0.001,
