"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
423.82,101.32,0.0,0.0,+-0.01,+-0.02,+-0.01,+-0.01
405.85,101.32,0.0657,0.4284,+-0.01,+-0.02,+-0.01,+-0.01
402.25,101.32,0.0807,0.4938,+-0.01,+-0.02,+-0.01,+-0.01
399.32,101.32,0.0951,0.5428,+-0.01,+-0.02,+-0.01,+-0.01
397.75,101.32,0.1031,0.5641,+-0.01,+-0.02,+-0.01,+-0.01
395.9,101.32,0.1142,0.5898,+-0.01,+-0.02,+-0.01,+-0.01
391.55,101.32,0.1411,0.6456,+-0.01,+-0.02,+-0.01,+-0.01
382.15,101.32,0.2127,0.75,+-0.01,+-0.02,+-0.01,+-0.01
375.55,101.32,0.2772,0.8142,+-0.01,+-0.02,+-0.01,+-0.01
372.1,101.32,0.3298,0.8464,+-0.01,+-0.02,+-0.01,+-0.01
370.3,101.32,0.3618,0.8601,+-0.01,+-0.02,+-0.01,+-0.01
368.55,101.32,0.396,0.8727,+-0.01,+-0.02,+-0.01,+-0.01
366.95,101.32,0.4325,0.885,+-0.01,+-0.02,+-0.01,+-0.01
365.5,101.32,0.4694,0.895,+-0.01,+-0.02,+-0.01,+-0.01
364.05,101.32,0.5124,0.907,+-0.01,+-0.02,+-0.01,+-0.01
362.85,101.32,0.5518,0.9146,+-0.01,+-0.02,+-0.01,+-0.01
361.8,101.32,0.5886,0.9217,+-0.01,+-0.02,+-0.01,+-0.01
360.85,101.32,0.6287,0.9285,+-0.01,+-0.02,+-0.01,+-0.01
359.9,101.32,0.6643,0.9345,+-0.01,+-0.02,+-0.01,+-0.01
359.25,101.32,0.7009,0.9408,+-0.01,+-0.02,+-0.01,+-0.01
358.55,101.32,0.7324,0.9457,+-0.01,+-0.02,+-0.01,+-0.01
357.85,101.32,0.7715,0.952,+-0.01,+-0.02,+-0.01,+-0.01
356.9,101.32,0.8169,0.9596,+-0.01,+-0.02,+-0.01,+-0.01
356.13,101.32,0.8565,0.9678,+-0.01,+-0.02,+-0.01,+-0.01
355.49,101.32,0.8907,0.9738,+-0.01,+-0.02,+-0.01,+-0.01
354.85,101.32,0.9323,0.9817,+-0.01,+-0.02,+-0.01,+-0.01
353.79,101.32,1.0,1.0,+-0.01,+-0.02,+-0.01,+-0.01
