"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60.4,760,0.009,0.139,+-0.1,+-0.1,+-0.002,+-0.002
55.3,760,0.024,0.297,+-0.1,+-0.1,+-0.002,+-0.002
51.4,760,0.045,0.42,+-0.1,+-0.1,+-0.002,+-0.002
46.6,760,0.096,0.536,+-0.1,+-0.1,+-0.002,+-0.002
45.4,760,0.149,0.563,+-0.1,+-0.1,+-0.002,+-0.002
44.6,760,0.216,0.579,+-0.1,+-0.1,+-0.002,+-0.002
44.5,760,0.296,0.594,+-0.1,+-0.1,+-0.002,+-0.002
44.6,760,0.408,0.604,+-0.1,+-0.1,+-0.002,+-0.002
44.5,760,0.507,0.608,+-0.1,+-0.1,+-0.002,+-0.002
44.5,760,0.532,0.606,+-0.1,+-0.1,+-0.002,+-0.002
44.5,760,0.585,0.608,+-0.1,+-0.1,+-0.002,+-0.002
44.5,760,0.61,0.607,+-0.1,+-0.1,+-0.002,+-0.002
44.6,760,0.726,0.609,+-0.1,+-0.1,+-0.002,+-0.002
44.6,760,0.847,0.615,+-0.1,+-0.1,+-0.002,+-0.002
45.8,760,0.949,0.658,+-0.1,+-0.1,+-0.002,+-0.002
48.9,760,0.983,0.734,+-0.1,+-0.1,+-0.002,+-0.002
51.3,760,0.991,0.81,+-0.1,+-0.1,+-0.002,+-0.002
