"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
269.0,34.6,0.019,,,,,
269.0,62.3,,0.521,,,,
269.0,76.0,0.07,,,,,
269.0,103.0,,0.668,,,,
269.0,129.0,0.128,,,,,
269.0,140.5,,0.718,,,,
269.0,153.5,,0.733,,,,
269.0,162.0,0.172,,,,,
269.0,222.5,,0.789,,,,
269.0,223.0,0.232,,,,,
269.0,281.0,,0.796,,,,
269.0,284.0,0.289,,,,,
269.0,323.0,0.327,,,,,
269.0,327.0,,0.792,,,,
