"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
40,21.47,0.0,,+-0.01,+-0.10,+-0.001,
40,29.5,0.092,,+-0.01,+-0.10,+-0.001,
40,34.08,0.137,,+-0.01,+-0.10,+-0.001,
40,45.29,0.271,,+-0.01,+-0.10,+-0.001,
40,48.47,0.312,,+-0.01,+-0.10,+-0.001,
40,51.98,0.355,,+-0.01,+-0.10,+-0.001,
40,60.49,0.492,,+-0.01,+-0.10,+-0.001,
40,62.89,0.519,,+-0.01,+-0.10,+-0.001,
40,67.05,0.586,,+-0.01,+-0.10,+-0.001,
40,72.01,0.676,,+-0.01,+-0.10,+-0.001,
40,81.47,0.842,,+-0.01,+-0.10,+-0.001,
40,91.62,1.0,,+-0.01,+-0.10,+-0.001,
