"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.35,3.68,0.0303,,0.02,0.005,0.0001,0.0001
278.33,3.87,0.0303,,0.02,0.005,0.0001,0.0001
283.35,4.36,0.0303,,0.02,0.005,0.0001,0.0001
288.32,4.9,0.0303,,0.02,0.005,0.0001,0.0001
293.35,5.48,0.0303,,0.02,0.005,0.0001,0.0001
298.33,6.11,0.0303,,0.02,0.005,0.0001,0.0001
303.29,6.768,0.0303,,0.02,0.005,0.0001,0.0001
308.32,7.463,0.0303,,0.02,0.005,0.0001,0.0001
313.29,8.118,0.0303,,0.02,0.005,0.0001,0.0001
315.29,8.318,0.0303,,0.02,0.005,0.0001,0.0001
316.17,8.38,0.0303,,0.02,0.005,0.0001,0.0001
316.27,8.4,0.0303,,0.02,0.005,0.0001,0.0001
317.23,8.47,0.0303,,0.05,0.01,0.0001,0.0001
323.23,8.77,0.0303,,0.05,0.01,0.0001,0.0001
328.26,8.5,0.0303,,0.05,0.01,0.0001,0.0001
330.23,8.23,0.0303,,0.05,0.01,0.0001,0.0001
331.19,7.903,0.0303,,0.05,0.01,0.0001,0.0001
331.19,6.998,0.0303,,0.05,0.01,0.0001,0.0001
330.23,6.403,0.0303,,0.05,0.01,0.0001,0.0001
