"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
303.12,0.86,0.0978,0.9754,,,0.0005,0.0005
303.12,1.64,0.1412,0.988,,,0.0005,0.0005
303.12,2.34,0.2077,0.993,,,0.0005,0.0005
303.12,2.82,0.2753,0.9921,,,0.0005,0.0005
303.12,3.89,0.3644,0.9939,,,0.0005,0.0005
303.12,4.25,0.4179,0.9934,,,0.0005,0.0005
303.12,4.95,0.494,0.9941,,,0.0005,0.0005
303.12,5.58,0.581,0.9945,,,0.0005,0.0005
303.12,5.93,0.6355,0.9919,,,0.0005,0.0005
303.12,6.27,0.7173,0.9907,,,0.0005,0.0005
303.12,6.48,0.77,0.9916,,,0.0005,0.0005
303.12,6.63,0.828,0.9916,,,0.0005,0.0005
